balance,balance_thousands,age,accounts,tenure_year,calls_semester,logons_semester
351845.31,351.85,63.0,2.0,5.0,4.0,7.0
35063.89,35.06,49.0,2.0,16.0,0.0,3.0
59123.19,59.12,55.5,2.0,10.0,0.0,5.0
27517.36,27.52,34.0,2.0,7.0,0.0,3.0
23800.9,23.8,61.0,2.0,7.0,0.0,3.0
25587.03,25.59,27.0,2.0,6.0,0.0,3.0
43570.82,43.57,27.0,3.0,6.0,6.0,9.0
164622.65,164.62,66.5,2.0,28.0,3.0,6.0
60502.23,60.5,25.5,3.0,5.0,2.0,5.0
25170.73,25.17,20.5,2.0,4.0,0.0,3.0
222857.88,222.86,65.5,2.0,35.0,1.0,4.0
55248.32,55.25,57.5,2.0,14.0,0.0,3.0
671433.28,671.43,51.0,2.0,6.0,6.0,9.0
32507.23,32.51,31.0,2.0,6.0,6.0,9.0
76822.8,76.82,63.0,2.0,8.0,5.0,8.0
38808.4,38.81,57.5,2.0,5.0,1.0,4.0
28836.98,28.84,88.0,2.0,5.0,2.0,5.0
73585.5,73.59,60.5,2.0,14.0,5.0,8.0
414088.05,414.09,48.0,3.0,14.0,6.0,9.0
51177.76,51.18,65.5,2.0,18.0,0.0,3.0
444217.49,444.22,71.5,2.0,20.0,1.0,4.0
308795.27,308.8,53.0,2.0,6.0,1.0,4.0
57737.84,57.74,48.5,3.0,21.0,3.0,6.0
31827.82,31.83,55.5,2.0,4.0,6.0,9.0
271973.22,271.97,32.5,4.0,12.0,5.0,8.0
66205.59,66.21,32.5,3.0,15.0,3.0,7.0
58014.95,58.01,62.0,2.0,16.0,2.0,5.0
204711.48,204.71,51.5,3.0,8.0,4.0,7.0
30563.04,30.56,27.5,2.0,4.0,1.0,4.0
38614.7,38.61,59.0,2.0,7.0,5.0,8.0
29787.76,29.79,42.5,2.0,15.0,5.0,8.0
81564.51,81.56,60.5,2.0,5.0,5.0,8.0
42738.82,42.74,48.0,2.0,14.0,0.0,3.0
25958.2,25.96,46.0,2.0,14.0,0.0,3.0
33781.57,33.78,31.0,2.0,4.0,6.0,9.0
32849.69,32.85,29.5,2.0,7.0,0.0,3.0
46336.04,46.34,41.0,2.0,7.0,5.0,8.0
242576.26,242.58,61.0,3.0,6.0,6.0,9.0
27750.41,27.75,25.0,3.0,7.0,4.0,7.0
85193.5,85.19,67.0,2.0,20.0,3.0,6.0
2605612.33,2605.61,77.0,4.0,32.0,6.0,9.0
30201.52,30.2,49.5,2.0,19.0,0.0,3.0
373465.79,373.47,43.0,2.0,16.0,4.0,7.0
93885.21,93.89,34.0,2.0,10.0,3.0,6.0
370137.57,370.14,50.5,2.0,5.0,1.0,5.0
171305.93,171.31,49.0,2.0,15.0,3.0,6.0
30008.59,30.01,25.5,3.0,6.0,6.0,9.0
28143.59,28.14,42.0,2.0,6.0,0.0,3.0
609232.46,609.23,33.0,3.0,6.0,6.0,9.0
31603.84,31.6,29.5,2.0,7.0,1.0,4.0
36916.97,36.92,47.5,2.0,22.0,1.0,4.0
116924.4,116.92,37.5,2.0,18.0,5.0,8.0
207474.64,207.47,39.5,2.0,6.0,4.0,7.0
46236.07,46.24,27.5,2.0,5.0,3.0,6.0
387586.75,387.59,62.5,3.0,25.0,4.0,7.0
24410.98,24.41,50.0,2.0,15.0,1.0,4.0
110397.4,110.4,55.5,2.0,16.0,6.0,9.0
401232.76,401.23,54.0,2.0,4.0,6.0,9.0
56554.54,56.55,38.5,2.0,13.0,6.0,9.0
28603.3,28.6,59.0,2.0,19.0,2.0,5.0
41221.27,41.22,50.0,2.0,4.0,1.0,4.0
28424.66,28.42,21.5,2.0,12.0,6.0,9.0
44079.13,44.08,80.5,2.0,17.0,2.0,5.0
107030.11,107.03,65.0,2.0,8.0,0.0,3.0
123559.09,123.56,59.0,2.0,15.0,0.0,3.0
76588.28,76.59,31.5,3.0,11.0,6.0,9.0
37237.97,37.24,23.5,3.0,5.0,3.0,6.0
95657.51,95.66,67.5,2.0,35.0,4.0,8.0
100334.03,100.33,27.0,3.0,4.0,2.0,5.0
62027.13,62.03,52.5,2.0,7.0,3.0,6.0
103711.3,103.71,28.0,3.0,5.0,6.0,9.0
100037.38,100.04,36.0,3.0,5.0,6.0,9.0
55497.42,55.5,55.0,2.0,15.0,6.0,9.0
52411.0,52.41,65.0,2.0,13.0,5.0,8.0
33371.1,33.37,48.5,3.0,29.0,1.0,4.0
42069.35,42.07,44.0,2.0,8.0,2.0,5.0
123476.01,123.48,45.0,2.0,14.0,6.0,9.0
197046.41,197.05,72.0,2.0,6.0,6.0,9.0
165599.24,165.6,54.0,4.0,17.0,6.0,9.0
80571.98,80.57,57.0,2.0,13.0,1.0,4.0
217189.41,217.19,57.0,3.0,3.0,6.0,9.0
32525.87,32.53,60.5,2.0,9.0,2.0,5.0
31551.29,31.55,68.5,2.0,22.0,2.0,5.0
46136.03,46.14,63.5,2.0,26.0,6.0,9.0
64157.38,64.16,60.5,2.0,6.0,1.0,4.0
30316.41,30.32,59.5,2.0,4.0,4.0,7.0
71055.6,71.06,59.5,2.0,8.0,2.0,5.0
36132.15,36.13,37.0,3.0,19.0,0.0,3.0
25308.91,25.31,23.5,2.0,5.0,1.0,4.0
43286.02,43.29,31.5,2.0,12.0,1.0,4.0
181456.99,181.46,45.5,2.0,5.0,6.0,9.0
44220.48,44.22,50.0,2.0,6.0,4.0,7.0
28236.92,28.24,61.5,2.0,14.0,2.0,5.0
55070.55,55.07,61.0,3.0,16.0,2.0,5.0
32288.17,32.29,29.0,2.0,9.0,1.0,4.0
33304.79,33.3,41.5,2.0,8.0,0.0,3.0
319031.63,319.03,69.0,2.0,13.0,6.0,9.0
26232.54,26.23,39.5,2.0,14.0,1.0,4.0
28505.54,28.51,28.0,2.0,26.0,1.0,4.0
331882.97,331.88,54.0,4.0,27.0,6.0,9.0
27746.18,27.75,17.5,2.0,4.0,1.0,4.0
89334.45,89.33,52.0,2.0,8.0,5.0,8.0
51810.29,51.81,35.5,2.0,5.0,5.0,8.0
39626.0,39.63,51.0,2.0,16.0,2.0,5.0
48464.02,48.46,76.0,2.0,14.0,0.0,3.0
32181.32,32.18,47.0,2.0,6.0,1.0,4.0
58561.96,58.56,35.0,2.0,10.0,2.0,5.0
47621.13,47.62,39.5,3.0,12.0,5.0,8.0
30111.72,30.11,35.0,3.0,4.0,6.0,9.0
23896.99,23.9,51.0,2.0,4.0,2.0,5.0
40535.08,40.54,27.0,2.0,4.0,0.0,3.0
47605.13,47.61,50.0,2.0,14.0,6.0,9.0
27678.06,27.68,52.5,2.0,15.0,0.0,4.0
29418.58,29.42,27.5,2.0,12.0,0.0,3.0
801315.45,801.32,43.0,5.0,20.0,6.0,9.0
89939.82,89.94,40.5,2.0,16.0,4.0,7.0
157305.14,157.31,66.5,2.0,33.0,0.0,3.0
247098.46,247.1,59.0,2.0,8.0,5.0,8.0
96850.45,96.85,59.0,2.0,17.0,3.0,6.0
30763.12,30.76,57.5,2.0,9.0,0.0,3.0
162642.07,162.64,34.0,2.0,31.0,4.0,7.0
110108.82,110.11,59.5,2.0,8.0,0.0,3.0
70477.72,70.48,42.0,2.0,10.0,3.0,6.0
132356.41,132.36,53.0,3.0,20.0,3.0,6.0
32241.2,32.24,30.5,2.0,11.0,6.0,9.0
153079.29,153.08,42.0,2.0,23.0,5.0,8.0
37647.09,37.65,25.5,3.0,4.0,0.0,3.0
61348.4,61.35,26.5,2.0,7.0,6.0,9.0
139421.75,139.42,38.0,2.0,12.0,3.0,6.0
503028.79,503.03,66.5,2.0,28.0,2.0,5.0
25173.81,25.17,30.5,2.0,5.0,6.0,9.0
70519.24,70.52,54.5,2.0,6.0,0.0,3.0
120169.72,120.17,32.0,2.0,8.0,2.0,5.0
240243.31,240.24,52.0,3.0,9.0,2.0,5.0
29277.43,29.28,45.0,2.0,6.0,0.0,3.0
26795.08,26.8,40.5,2.0,4.0,4.0,7.0
56461.15,56.46,44.0,3.0,6.0,1.0,4.0
38937.73,38.94,32.0,2.0,11.0,2.0,5.0
68880.03,68.88,55.0,3.0,20.0,0.0,3.0
57233.54,57.23,45.5,2.0,14.0,0.0,3.0
88108.44,88.11,34.0,2.0,16.0,0.0,3.0
113341.11,113.34,30.0,3.0,8.0,6.0,9.0
26525.22,26.53,53.0,3.0,6.0,1.0,4.0
166115.18,166.12,32.0,2.0,17.0,2.0,5.0
84824.6,84.82,59.0,3.0,26.0,6.0,9.0
76560.16,76.56,59.5,2.0,9.0,3.0,6.0
135171.63,135.17,31.5,2.0,15.0,4.0,7.0
760391.91,760.39,66.5,4.0,16.0,6.0,9.0
55386.05,55.39,61.5,3.0,4.0,1.0,5.0
292303.78,292.3,51.5,3.0,25.0,5.0,8.0
47462.91,47.46,56.5,2.0,15.0,6.0,9.0
156486.39,156.49,42.0,2.0,6.0,1.0,4.0
27323.84,27.32,24.5,2.0,8.0,0.0,3.0
32722.21,32.72,47.0,2.0,17.0,6.0,9.0
112962.3,112.96,47.0,3.0,14.0,5.0,8.0
188621.62,188.62,76.0,2.0,13.0,4.0,7.0
259172.01,259.17,54.5,2.0,15.0,3.0,6.0
35789.6,35.79,43.0,2.0,6.0,2.0,5.0
183597.54,183.6,30.0,3.0,12.0,2.0,5.0
35514.39,35.51,44.5,2.0,13.0,1.0,4.0
189753.82,189.75,28.5,2.0,9.0,6.0,9.0
1279729.16,1279.73,55.0,2.0,9.0,6.0,9.0
128590.31,128.59,40.5,2.0,13.0,1.0,4.0
137085.33,137.09,36.0,3.0,5.0,3.0,6.0
50218.17,50.22,24.5,2.0,7.0,1.0,4.0
23903.5,23.9,30.0,2.0,25.0,0.0,3.0
24133.5,24.13,32.5,3.0,10.0,0.0,3.0
41989.8,41.99,77.0,2.0,15.0,0.0,3.0
68390.36,68.39,34.5,2.0,12.0,1.0,4.0
101994.42,101.99,34.0,2.0,20.0,6.0,9.0
31919.77,31.92,39.5,2.0,7.0,5.0,8.0
54303.03,54.3,55.5,2.0,14.0,4.0,7.0
71341.84,71.34,40.0,2.0,8.0,4.0,7.0
29454.74,29.45,33.0,2.0,13.0,3.0,6.0
58415.5,58.42,56.0,2.0,8.0,2.0,5.0
717944.5,717.94,46.0,2.0,13.0,3.0,6.0
127566.47,127.57,28.5,3.0,6.0,1.0,4.0
40926.3,40.93,63.5,3.0,15.0,3.0,6.0
65652.21,65.65,30.0,3.0,6.0,2.0,5.0
161688.21,161.69,73.5,2.0,8.0,2.0,5.0
26871.82,26.87,37.0,2.0,4.0,0.0,3.0
160591.32,160.59,36.5,3.0,14.0,5.0,8.0
28228.34,28.23,44.5,2.0,13.0,1.0,4.0
29815.3,29.82,46.0,2.0,11.0,3.0,6.0
50558.26,50.56,52.5,2.0,11.0,0.0,3.0
41386.33,41.39,55.5,2.0,14.0,4.0,7.0
32125.13,32.13,63.5,2.0,5.0,2.0,5.0
55964.83,55.96,31.5,2.0,8.0,0.0,3.0
24217.25,24.22,38.5,2.0,8.0,1.0,4.0
27124.53,27.12,58.0,2.0,15.0,0.0,3.0
192314.29,192.31,66.5,3.0,12.0,4.0,7.0
33942.52,33.94,44.5,2.0,19.0,0.0,3.0
214785.12,214.79,67.5,2.0,11.0,6.0,9.0
61749.2,61.75,33.0,2.0,12.0,4.0,7.0
97959.84,97.96,46.0,2.0,16.0,5.0,8.0
92503.94,92.5,40.0,2.0,18.0,2.0,5.0
46157.27,46.16,66.0,2.0,33.0,5.0,8.0
32798.36,32.8,52.0,2.0,8.0,1.0,4.0
63958.3,63.96,67.5,2.0,15.0,2.0,5.0
450278.72,450.28,39.5,2.0,15.0,5.0,8.0
51970.32,51.97,49.5,3.0,4.0,6.0,9.0
49325.12,49.33,62.5,2.0,10.0,6.0,9.0
34113.9,34.11,19.0,2.0,24.0,3.0,6.0
159865.95,159.87,33.5,3.0,16.0,1.0,4.0
112734.41,112.73,27.5,2.0,4.0,6.0,9.0
46496.05,46.5,32.0,3.0,5.0,5.0,8.0
65450.99,65.45,57.0,2.0,9.0,1.0,4.0
504238.21,504.24,73.0,3.0,21.0,6.0,9.0
72841.65,72.84,28.0,2.0,6.0,6.0,9.0
151256.01,151.26,47.5,2.0,13.0,6.0,9.0
31390.82,31.39,21.0,2.0,5.0,0.0,3.0
69377.36,69.38,36.5,2.0,15.0,2.0,5.0
58715.0,58.72,40.5,2.0,5.0,4.0,7.0
94985.14,94.99,61.5,3.0,22.0,4.0,7.0
154088.4,154.09,58.5,4.0,7.0,3.0,6.0
35943.57,35.94,54.0,2.0,5.0,1.0,4.0
59769.05,59.77,24.0,3.0,4.0,6.0,9.0
64219.52,64.22,65.5,2.0,5.0,5.0,8.0
219193.02,219.19,65.0,2.0,8.0,6.0,9.0
68527.78,68.53,23.0,2.0,6.0,4.0,7.0
148326.71,148.33,37.0,2.0,7.0,6.0,9.0
25387.13,25.39,60.0,2.0,7.0,5.0,8.0
41725.86,41.73,27.5,2.0,5.0,5.0,8.0
52099.62,52.1,21.0,3.0,8.0,6.0,9.0
134450.16,134.45,55.0,2.0,12.0,2.0,5.0
40517.39,40.52,37.0,2.0,12.0,0.0,3.0
45223.58,45.22,27.5,2.0,4.0,1.0,4.0
113391.04,113.39,69.0,2.0,14.0,0.0,3.0
138740.51,138.74,42.0,4.0,7.0,5.0,8.0
87578.35,87.58,48.0,2.0,8.0,6.0,9.0
75622.13,75.62,39.5,3.0,11.0,6.0,9.0
26882.09,26.88,46.0,2.0,23.0,0.0,3.0
281704.5,281.7,56.0,2.0,6.0,2.0,5.0
721970.4,721.97,44.0,2.0,21.0,1.0,4.0
31390.82,31.39,20.0,2.0,5.0,0.0,3.0
609880.1,609.88,53.5,2.0,12.0,4.0,7.0
198131.29,198.13,61.5,2.0,5.0,3.0,6.0
286994.42,286.99,63.5,2.0,27.0,2.0,5.0
47105.48,47.11,50.0,2.0,26.0,6.0,9.0
29639.8,29.64,30.0,2.0,24.0,0.0,3.0
133354.44,133.35,53.0,3.0,5.0,2.0,5.0
153845.91,153.85,62.5,2.0,13.0,4.0,7.0
93897.87,93.9,39.5,2.0,10.0,2.0,5.0
60266.84,60.27,36.5,2.0,8.0,5.0,8.0
145082.01,145.08,76.0,4.0,12.0,2.0,5.0
296143.86,296.14,33.0,4.0,15.0,5.0,8.0
299857.15,299.86,45.0,2.0,20.0,6.0,9.0
681851.08,681.85,24.0,2.0,28.0,3.0,6.0
73070.44,73.07,30.5,2.0,9.0,5.0,8.0
33544.39,33.54,35.0,2.0,11.0,6.0,9.0
54146.7,54.15,33.5,2.0,10.0,5.0,8.0
190969.67,190.97,64.5,2.0,24.0,6.0,9.0
91172.95,91.17,38.0,2.0,14.0,1.0,5.0
91643.57,91.64,35.5,2.0,9.0,2.0,5.0
28521.76,28.52,64.0,2.0,29.0,0.0,3.0
170372.16,170.37,41.5,2.0,5.0,6.0,9.0
1223892.27,1223.89,81.5,3.0,27.0,6.0,9.0
64320.22,64.32,37.0,3.0,6.0,6.0,9.0
49309.17,49.31,62.0,3.0,8.0,6.0,9.0
26956.72,26.96,61.0,2.0,5.0,3.0,6.0
30307.02,30.31,25.5,2.0,11.0,3.0,6.0
28415.77,28.42,51.0,2.0,12.0,1.0,4.0
1219197.86,1219.2,53.5,2.0,15.0,0.0,3.0
587435.91,587.44,51.0,2.0,10.0,2.0,5.0
500377.83,500.38,55.0,2.0,27.0,6.0,9.0
298763.8,298.76,77.5,2.0,16.0,6.0,9.0
30050.24,30.05,28.0,2.0,4.0,5.0,8.0
31099.2,31.1,57.0,2.0,11.0,0.0,3.0
27109.55,27.11,37.0,2.0,8.0,2.0,5.0
28357.83,28.36,31.5,2.0,14.0,0.0,3.0
28361.55,28.36,27.0,2.0,5.0,6.0,9.0
70048.57,70.05,61.0,2.0,6.0,2.0,5.0
101790.51,101.79,25.5,3.0,4.0,4.0,7.0
25322.22,25.32,18.0,2.0,4.0,3.0,7.0
67364.75,67.36,55.0,2.0,12.0,5.0,8.0
29221.68,29.22,38.5,3.0,12.0,2.0,5.0
246477.35,246.48,47.5,2.0,8.0,6.0,9.0
40331.21,40.33,59.0,3.0,13.0,2.0,5.0
52171.46,52.17,48.5,2.0,5.0,5.0,8.0
42123.68,42.12,49.5,2.0,4.0,6.0,9.0
25821.77,25.82,40.0,2.0,7.0,4.0,7.0
53061.74,53.06,42.0,2.0,16.0,0.0,3.0
204645.74,204.65,42.5,2.0,8.0,0.0,4.0
74924.84,74.92,41.0,2.0,14.0,6.0,9.0
166329.1,166.33,81.0,2.0,7.0,4.0,7.0
31709.14,31.71,61.0,2.0,6.0,3.0,6.0
48799.42,48.8,20.5,3.0,6.0,0.0,3.0
43836.64,43.84,70.5,2.0,6.0,6.0,9.0
54036.36,54.04,61.0,2.0,7.0,2.0,5.0
380697.56,380.7,63.0,3.0,42.0,6.0,9.0
242925.89,242.93,36.5,2.0,15.0,3.0,6.0
43478.08,43.48,46.0,2.0,18.0,0.0,3.0
216962.98,216.96,26.0,2.0,10.0,3.0,6.0
619273.84,619.27,56.0,3.0,24.0,2.0,5.0
984371.07,984.37,59.5,3.0,9.0,6.0,9.0
49489.71,49.49,35.5,2.0,8.0,6.0,9.0
87193.65,87.19,49.5,2.0,18.0,0.0,3.0
52725.37,52.73,31.5,2.0,12.0,4.0,7.0
44834.45,44.83,25.5,2.0,4.0,4.0,7.0
392277.45,392.28,61.5,2.0,5.0,6.0,9.0
286909.03,286.91,46.5,2.0,12.0,0.0,3.0
27399.39,27.4,44.0,2.0,4.0,1.0,4.0
47840.63,47.84,65.5,2.0,22.0,4.0,7.0
156433.8,156.43,56.0,3.0,10.0,2.0,5.0
154603.8,154.6,48.5,3.0,6.0,6.0,9.0
210588.85,210.59,31.5,3.0,7.0,6.0,9.0
256817.56,256.82,72.0,2.0,15.0,4.0,7.0
67759.79,67.76,35.0,3.0,14.0,6.0,9.0
44932.2,44.93,24.5,3.0,5.0,2.0,5.0
68548.31,68.55,43.0,2.0,16.0,2.0,5.0
43964.4,43.96,45.0,2.0,21.0,1.0,4.0
27265.72,27.27,40.5,2.0,13.0,2.0,5.0
160996.63,161.0,79.5,3.0,13.0,2.0,5.0
30710.92,30.71,63.5,2.0,10.0,0.0,3.0
73596.62,73.6,65.5,2.0,16.0,3.0,6.0
69385.57,69.39,57.0,2.0,12.0,4.0,7.0
67908.61,67.91,65.0,3.0,5.0,4.0,7.0
85416.26,85.42,72.5,2.0,31.0,1.0,4.0
28830.97,28.83,65.0,2.0,5.0,2.0,5.0
67637.43,67.64,25.5,4.0,5.0,6.0,9.0
182066.41,182.07,70.0,3.0,4.0,3.0,6.0
42059.46,42.06,49.0,2.0,4.0,0.0,3.0
53272.61,53.27,71.5,3.0,26.0,2.0,6.0
77452.7,77.45,36.0,2.0,15.0,3.0,6.0
74454.96,74.45,51.5,3.0,29.0,6.0,9.0
401636.21,401.64,66.0,2.0,22.0,4.0,7.0
23996.01,24.0,54.0,2.0,20.0,4.0,7.0
57204.62,57.2,42.0,3.0,8.0,1.0,4.0
423791.46,423.79,27.5,3.0,22.0,5.0,8.0
51402.61,51.4,59.5,2.0,13.0,1.0,4.0
108089.94,108.09,51.0,2.0,10.0,4.0,7.0
53219.61,53.22,47.5,2.0,11.0,6.0,9.0
186719.52,186.72,29.5,3.0,8.0,6.0,9.0
28960.92,28.96,58.0,2.0,11.0,0.0,3.0
33010.46,33.01,50.0,2.0,10.0,4.0,7.0
299357.78,299.36,58.5,3.0,23.0,5.0,8.0
38115.87,38.12,59.5,2.0,12.0,4.0,7.0
24824.1,24.82,53.0,2.0,7.0,0.0,3.0
30189.44,30.19,27.5,2.0,19.0,0.0,3.0
38014.83,38.01,30.5,2.0,4.0,1.0,4.0
63662.29,63.66,59.0,2.0,8.0,3.0,6.0
50761.55,50.76,35.0,2.0,5.0,6.0,9.0
83969.23,83.97,38.5,3.0,16.0,6.0,9.0
53198.88,53.2,40.5,2.0,15.0,5.0,8.0
33241.4,33.24,22.0,2.0,7.0,4.0,7.0
31813.96,31.81,29.0,2.0,7.0,3.0,6.0
1219856.38,1219.86,55.0,4.0,14.0,3.0,6.0
375314.88,375.31,67.5,2.0,4.0,4.0,7.0
101845.73,101.85,28.0,3.0,12.0,2.0,5.0
64075.8,64.08,50.5,4.0,4.0,4.0,7.0
42652.22,42.65,35.0,2.0,15.0,1.0,4.0
30607.07,30.61,22.0,2.0,4.0,6.0,9.0
228901.18,228.9,62.0,2.0,8.0,6.0,9.0
206281.49,206.28,50.5,2.0,13.0,4.0,7.0
118419.9,118.42,48.5,2.0,23.0,6.0,9.0
70517.38,70.52,66.5,2.0,15.0,6.0,9.0
49730.27,49.73,63.0,2.0,25.0,0.0,3.0
86831.44,86.83,39.0,2.0,8.0,5.0,8.0
231871.14,231.87,48.5,2.0,18.0,6.0,9.0
586776.94,586.78,61.0,2.0,15.0,3.0,6.0
80853.91,80.85,59.0,2.0,7.0,3.0,6.0
239371.73,239.37,54.0,2.0,17.0,3.0,6.0
102698.84,102.7,54.0,2.0,16.0,2.0,6.0
35705.36,35.71,32.0,2.0,7.0,5.0,8.0
26843.66,26.84,29.5,2.0,6.0,1.0,4.0
32508.81,32.51,30.0,2.0,4.0,0.0,3.0
34823.6,34.82,70.5,2.0,9.0,1.0,4.0
134509.89,134.51,55.5,2.0,13.0,2.0,5.0
93980.29,93.98,36.5,2.0,17.0,0.0,3.0
39201.88,39.2,33.5,2.0,15.0,0.0,3.0
102910.58,102.91,63.0,3.0,15.0,6.0,9.0
132805.4,132.81,28.0,3.0,11.0,3.0,6.0
38112.94,38.11,53.5,2.0,19.0,5.0,8.0
30653.87,30.65,19.5,2.0,4.0,1.0,4.0
56446.23,56.45,25.0,2.0,5.0,5.0,8.0
198556.3,198.56,65.0,2.0,5.0,3.0,6.0
117780.88,117.78,50.5,2.0,5.0,3.0,6.0
77081.98,77.08,54.5,2.0,22.0,6.0,9.0
150298.51,150.3,65.5,2.0,9.0,3.0,6.0
31947.63,31.95,32.5,2.0,12.0,6.0,9.0
139024.24,139.02,67.0,2.0,26.0,2.0,5.0
30105.51,30.11,52.5,2.0,8.0,2.0,5.0
388705.67,388.71,65.5,3.0,22.0,5.0,8.0
36534.7,36.53,32.5,2.0,12.0,2.0,5.0
94830.04,94.83,54.0,2.0,16.0,0.0,3.0
39108.34,39.11,58.5,2.0,4.0,0.0,3.0
61844.77,61.84,23.0,2.0,6.0,2.0,5.0
56258.07,56.26,31.0,2.0,9.0,6.0,9.0
23789.61,23.79,52.5,2.0,15.0,0.0,3.0
89965.17,89.97,54.5,2.0,5.0,1.0,4.0
441813.21,441.81,43.5,4.0,14.0,6.0,9.0
142193.14,142.19,72.0,2.0,10.0,6.0,9.0
29148.54,29.15,66.5,2.0,13.0,5.0,8.0
25124.13,25.12,43.0,2.0,8.0,0.0,3.0
33971.95,33.97,48.5,2.0,22.0,4.0,7.0
98473.48,98.47,48.5,2.0,21.0,0.0,3.0
38334.06,38.33,29.0,2.0,21.0,6.0,9.0
78836.03,78.84,63.5,2.0,4.0,5.0,8.0
50572.52,50.57,37.5,2.0,14.0,2.0,5.0
100911.07,100.91,58.0,2.0,15.0,6.0,9.0
42734.29,42.73,64.0,2.0,19.0,3.0,6.0
169299.98,169.3,74.0,3.0,20.0,3.0,6.0
69318.26,69.32,48.0,3.0,7.0,6.0,9.0
70164.92,70.16,88.0,2.0,37.0,1.0,5.0
74515.22,74.52,31.0,2.0,13.0,6.0,9.0
56048.17,56.05,17.5,3.0,3.0,6.0,9.0
39052.08,39.05,44.0,2.0,5.0,0.0,3.0
26223.13,26.22,48.5,2.0,5.0,0.0,3.0
153269.3,153.27,35.0,3.0,23.0,2.0,5.0
167797.2,167.8,58.0,2.0,24.0,5.0,8.0
26523.16,26.52,43.5,2.0,6.0,0.0,3.0
125640.51,125.64,34.5,2.0,14.0,0.0,3.0
80773.1,80.77,42.0,2.0,10.0,3.0,6.0
47630.86,47.63,30.0,3.0,5.0,3.0,6.0
65494.06,65.49,58.0,3.0,17.0,5.0,8.0
42138.14,42.14,51.0,2.0,15.0,6.0,9.0
204493.98,204.49,56.5,2.0,10.0,1.0,4.0
68344.48,68.34,61.0,2.0,9.0,3.0,6.0
251613.69,251.61,69.5,2.0,21.0,6.0,9.0
866417.39,866.42,81.5,2.0,33.0,6.0,9.0
32138.73,32.14,50.5,2.0,4.0,4.0,7.0
81252.66,81.25,63.5,2.0,14.0,0.0,5.0
140290.24,140.29,50.5,2.0,6.0,6.0,9.0
240520.61,240.52,49.5,2.0,19.0,0.0,3.0
64726.71,64.73,22.5,3.0,4.0,5.0,8.0
28003.69,28.0,37.0,2.0,14.0,0.0,3.0
44291.73,44.29,54.0,2.0,9.0,6.0,9.0
34635.07,34.64,64.5,2.0,5.0,1.0,4.0
233590.33,233.59,71.0,2.0,8.0,6.0,9.0
185713.1,185.71,55.0,2.0,20.0,6.0,9.0
202892.6,202.89,45.5,3.0,16.0,4.0,7.0
138766.65,138.77,65.0,2.0,23.0,6.0,9.0
133924.53,133.92,67.0,2.0,21.0,6.0,9.0
28779.41,28.78,27.0,2.0,13.0,0.0,3.0
487976.37,487.98,59.5,2.0,23.0,4.0,7.0
57962.38,57.96,36.0,3.0,12.0,2.0,5.0
245204.96,245.2,48.5,3.0,16.0,6.0,9.0
44544.45,44.54,34.0,3.0,12.0,0.0,3.0
100095.43,100.1,55.0,2.0,28.0,0.0,3.0
62429.29,62.43,43.5,2.0,13.0,6.0,9.0
44391.17,44.39,55.0,3.0,3.0,0.0,3.0
30977.61,30.98,45.5,2.0,12.0,2.0,5.0
26672.28,26.67,37.0,2.0,9.0,3.0,6.0
40719.0,40.72,25.5,2.0,5.0,6.0,9.0
32838.32,32.84,35.0,2.0,11.0,5.0,8.0
1037609.55,1037.61,27.5,3.0,11.0,2.0,5.0
57190.09,57.19,63.0,2.0,6.0,0.0,3.0
85129.24,85.13,30.5,2.0,14.0,2.0,5.0
39292.35,39.29,89.0,2.0,6.0,0.0,3.0
37672.53,37.67,74.5,2.0,6.0,3.0,6.0
36520.25,36.52,54.5,2.0,16.0,2.0,5.0
26064.76,26.06,59.5,2.0,10.0,1.0,4.0
37282.94,37.28,51.5,2.0,7.0,1.0,4.0
154885.26,154.89,45.5,2.0,9.0,2.0,5.0
108342.42,108.34,40.0,4.0,19.0,4.0,7.0
424541.06,424.54,63.5,2.0,7.0,6.0,9.0
46849.38,46.85,48.5,2.0,4.0,1.0,4.0
135827.47,135.83,70.5,2.0,15.0,2.0,5.0
135366.66,135.37,56.0,2.0,21.0,5.0,8.0
476077.94,476.08,72.0,2.0,11.0,6.0,9.0
221740.32,221.74,56.5,2.0,7.0,0.0,3.0
59706.3,59.71,31.0,2.0,12.0,1.0,4.0
42529.4,42.53,55.0,2.0,16.0,6.0,9.0
226857.1,226.86,57.0,2.0,8.0,0.0,3.0
211536.31,211.54,32.5,3.0,27.0,4.0,7.0
87757.78,87.76,51.5,2.0,30.0,5.0,8.0
73267.64,73.27,31.0,3.0,14.0,6.0,9.0
152380.2,152.38,51.5,2.0,19.0,1.0,4.0
113530.41,113.53,51.0,2.0,15.0,6.0,9.0
136844.21,136.84,33.0,3.0,7.0,6.0,9.0
73657.84,73.66,69.0,2.0,9.0,2.0,5.0
30916.01,30.92,65.0,2.0,15.0,1.0,4.0
124533.59,124.53,74.5,2.0,8.0,6.0,9.0
45126.47,45.13,46.5,2.0,4.0,6.0,9.0
351212.68,351.21,47.5,2.0,20.0,0.0,3.0
346614.8,346.61,65.0,3.0,23.0,6.0,9.0
148788.68,148.79,44.5,2.0,11.0,2.0,5.0
100151.11,100.15,45.5,2.0,23.0,3.0,6.0
42472.56,42.47,75.5,2.0,13.0,4.0,7.0
176507.11,176.51,65.0,2.0,15.0,6.0,9.0
738268.03,738.27,65.5,2.0,5.0,3.0,7.0
